Sample_Id	Participant_Id	Host body habitat [UBERON_0000466]	Host body product [UBERON_0000463]	Host body site [UBERON_0000061]	Region of 16S rRNA sequenced [SO_0001000]	Sample type [OBI_0100051]	Sequencing center [OBI_0001891]
1928.SRS017090.SRX019687.SRR041219	700033603 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017092.SRX019687.SRR041218	700033605 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017094.SRX019687.SRR041322	700033607 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017096.SRX019687.SRR042969	700033609 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017096.SRX019700.SRR042923	700033609 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017096.SRX020202.SRR042815	700033609 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017096.SRX020213.SRR042976	700033609 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017098.SRX019687.SRR042942	700033611 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017098.SRX019700.SRR042910	700033611 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017098.SRX020202.SRR042815	700033611 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017098.SRX020213.SRR042861	700033611 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017100.SRX019687.SRR041231	700033613 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS017100.SRX019700.SRR041860	700033613 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS017100.SRX020202.SRR042815	700033613 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS017100.SRX020213.SRR042981	700033613 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS017103.SRX019684.SRR041032	700033665 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS017103.SRX019695.SRR041765	700033665 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS017115.SRX019684.SRR041127	700033677 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS017115.SRX019695.SRR041978	700033677 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS017121.SRX019684.SRR041193	700033683 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	BI
1928.SRS017121.SRX019695.SRR041713	700033683 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	BI
1928.SRS017124.SRX019684.SRR041147	700033686 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS017124.SRX019695.SRR041982	700033686 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS017127.SRX019684.SRR041012	700033689 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	BI
1928.SRS017127.SRX019695.SRR041995	700033689 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	BI
1928.SRS017130.SRX019684.SRR041061	700033692 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS017130.SRX019695.SRR041774	700033692 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS017133.SRX019684.SRR041090	700033695 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS017133.SRX019695.SRR041807	700033695 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS017136.SRX019684.SRR041041	700033698 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
1928.SRS017136.SRX019695.SRR041849	700033698 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
1928.SRS017139.SRX019684.SRR041115	700033701 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017139.SRX019695.SRR042005	700033701 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017142.SRX019684.SRR041060	700033704 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017142.SRX019695.SRR041990	700033704 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017145.SRX019684.SRR041185	700033707 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017145.SRX019695.SRR041981	700033707 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017148.SRX019684.SRR041176	700033710 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017148.SRX019695.SRR041716	700033710 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017151.SRX019684.SRR041141	700033713 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017151.SRX019695.SRR041925	700033713 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017154.SRX019684.SRR041068	700033716 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017154.SRX019695.SRR041989	700033716 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017157.SRX019684.SRR041109	700033719 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS017157.SRX019695.SRR041685	700033719 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS017157.SRX020362.SRR043277	700033719 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS017157.SRX020367.SRR043292	700033719 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS017189.SRX020571.SRR045489	700033783 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS017191.SRX019688.SRR041435	700033797 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS017203.SRX019688.SRR041430	700033809 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS017209.SRX019688.SRR041447	700033815 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	BI
1928.SRS017212.SRX019688.SRR041478	700033818 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS017215.SRX019688.SRR041443	700033821 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	BI
1928.SRS017218.SRX019688.SRR041454	700033824 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS017221.SRX019688.SRR041391	700033827 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS017224.SRX019688.SRR041394	700033830 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
1928.SRS017227.SRX019688.SRR041433	700033833 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017230.SRX019688.SRR041367	700033836 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017233.SRX019688.SRR041381	700033839 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017236.SRX019688.SRR041416	700033842 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017239.SRX019688.SRR042856	700033845 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017239.SRX020360.SRR043258	700033845 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017239.SRX020375.SRR043261	700033845 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017242.SRX019688.SRR042943	700033848 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017245.SRX019688.SRR041392	700033851 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS017245.SRX020196.SRR043012	700033851 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS017245.SRX020197.SRR042796	700033851 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS017266.SRX019686.SRR041335	700033941 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS017274.SRX019686.SRR041291	700033949 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS017278.SRX019686.SRR041275	700033953 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	BI
1928.SRS017280.SRX019686.SRR041290	700033955 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS017282.SRX019686.SRR041330	700033957 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	BI
1928.SRS017284.SRX019686.SRR041255	700033959 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS017286.SRX019686.SRR041251	700033961 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS017288.SRX019686.SRR041197	700033963 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
1928.SRS017288.SRX020194.SRR042801	700033963 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
1928.SRS017290.SRX019686.SRR041206	700033965 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017292.SRX019686.SRR041229	700033967 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017294.SRX019686.SRR041220	700033969 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017294.SRX020194.SRR042873	700033969 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017296.SRX019686.SRR041236	700033971 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017296.SRX019699.SRR041902	700033971 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017296.SRX020202.SRR042815	700033971 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017296.SRX020211.SRR042955	700033971 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017298.SRX019686.SRR043031	700033973 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017298.SRX019699.SRR042917	700033973 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017298.SRX020202.SRR042815	700033973 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017298.SRX020211.SRR042948	700033973 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017300.SRX019699.SRR042977	700033975 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017300.SRX020202.SRR042815	700033975 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017300.SRX020211.SRR042980	700033975 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017302.SRX019686.SRR041296	700033977 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS017302.SRX020194.SRR042881	700033977 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS017304.SRX019683.SRR041079	700033986 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017304.SRX019694.SRR041828	700033986 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017304.SRX020197.SRR042796	700033986 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017304.SRX020209.SRR042877	700033986 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017307.SRX019682.SRR040886	700033989 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS017345.SRX019687.SRR041256	700034051 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS017349.SRX019687.SRR041341	700034055 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	BI
1928.SRS017351.SRX019687.SRR041277	700034057 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS017353.SRX019687.SRR041312	700034059 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	BI
1928.SRS017355.SRX019687.SRR041221	700034061 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS017357.SRX019687.SRR041214	700034063 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS017359.SRX019687.SRR041210	700034065 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
1928.SRS017361.SRX019687.SRR041346	700034067 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017363.SRX019687.SRR041316	700034069 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017365.SRX019687.SRR041270	700034071 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017367.SRX019687.SRR041223	700034073 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017369.SRX019687.SRR041274	700034075 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017369.SRX020208.SRR042937	700034075 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017371.SRX019687.SRR041215	700034077 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017371.SRX020208.SRR042925	700034077 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017373.SRX019687.SRR041321	700034079 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS017394.SRX019683.SRR041039	700034100 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS017394.SRX019694.SRR041932	700034100 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS017394.SRX020358.SRR043247	700034100 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS017394.SRX020363.SRR043268	700034100 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS017402.SRX019683.SRR041179	700034108 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS017402.SRX019694.SRR042004	700034108 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS017406.SRX019635.SRR040583	700034112 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	BI
1928.SRS017406.SRX019636.SRR040657	700034112 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	BI
1928.SRS017408.SRX019683.SRR041030	700034114 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS017408.SRX019694.SRR041731	700034114 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS017410.SRX019683.SRR041020	700034116 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	BI
1928.SRS017410.SRX019694.SRR042002	700034116 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	BI
1928.SRS017412.SRX019683.SRR041106	700034118 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS017412.SRX019694.SRR041726	700034118 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS017414.SRX019683.SRR041036	700034120 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS017414.SRX019694.SRR041827	700034120 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS017416.SRX019635.SRR040663	700034122 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
1928.SRS017416.SRX019636.SRR040782	700034122 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
1928.SRS017418.SRX019683.SRR041004	700034124 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017418.SRX019694.SRR041690	700034124 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017420.SRX019683.SRR041026	700034126 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017420.SRX019694.SRR041895	700034126 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017422.SRX019635.SRR040643	700034128 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017422.SRX019636.SRR040789	700034128 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017424.SRX019635.SRR040592	700034130 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017424.SRX019636.SRR040601	700034130 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017426.SRX019689.SRR041384	700034132 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017428.SRX019635.SRR040653	700034134 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017428.SRX019636.SRR040581	700034134 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017430.SRX019635.SRR040661	700034136 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS017430.SRX019636.SRR040721	700034136 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS017455.SRX019687.SRR041254	700034188 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS017463.SRX019687.SRR041351	700034196 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS017467.SRX019687.SRR041336	700034200 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	BI
1928.SRS017469.SRX019687.SRR041353	700034202 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS017471.SRX019687.SRR041257	700034204 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	BI
1928.SRS017473.SRX019687.SRR041281	700034206 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS017475.SRX019687.SRR041300	700034208 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS017477.SRX019687.SRR041348	700034210 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
1928.SRS017479.SRX019687.SRR041268	700034212 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017481.SRX019687.SRR041305	700034214 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017483.SRX019687.SRR041265	700034216 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017483.SRX020208.SRR043044	700034216 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017485.SRX019687.SRR041334	700034218 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017487.SRX019687.SRR041240	700034220 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017487.SRX020208.SRR042830	700034220 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017489.SRX019687.SRR041352	700034222 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017489.SRX020208.SRR042901	700034222 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017491.SRX019687.SRR041331	700034224 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS017493.SRX019687.SRR041320	700034226 (Source)	Vagina	Mucus	Vaginal introitus	V5-V3	Mucus	BI
1928.SRS017495.SRX019687.SRR041326	700034228 (Source)	Vagina	Mucus	Central vagina	V5-V3	Mucus	BI
1928.SRS017497.SRX019687.SRR041213	700034230 (Source)	Vagina	Mucus	Posterior fornix of vagina	V5-V3	Mucus	BI
1928.SRS017521.SRX019683.SRR041050	700034254 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS017521.SRX019694.SRR041700	700034254 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS017521.SRX020197.SRR042796	700034254 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS017521.SRX020209.SRR043026	700034254 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS017529.SRX019683.SRR041043	700034262 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS017529.SRX019694.SRR041702	700034262 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS017533.SRX019635.SRR040650	700034266 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	BI
1928.SRS017533.SRX019636.SRR040710	700034266 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	BI
1928.SRS017535.SRX019689.SRR041403	700034268 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS017537.SRX019683.SRR041133	700034270 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	BI
1928.SRS017537.SRX019694.SRR041679	700034270 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	BI
1928.SRS017539.SRX019683.SRR041164	700034272 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS017539.SRX019694.SRR041872	700034272 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS017541.SRX019683.SRR041188	700034274 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS017541.SRX019694.SRR041681	700034274 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS017541.SRX020197.SRR042796	700034274 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS017541.SRX020209.SRR042904	700034274 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS017543.SRX019635.SRR040629	700034276 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
1928.SRS017543.SRX019636.SRR040677	700034276 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
1928.SRS017545.SRX019683.SRR041183	700034278 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017545.SRX019694.SRR041744	700034278 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017545.SRX020197.SRR042796	700034278 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017545.SRX020209.SRR042893	700034278 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017547.SRX019683.SRR041108	700034280 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017547.SRX019694.SRR041975	700034280 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017549.SRX019635.SRR040646	700034282 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017549.SRX019636.SRR040660	700034282 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017551.SRX019635.SRR040652	700034284 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017551.SRX019636.SRR040620	700034284 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS017555.SRX019689.SRR041485	700034288 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS017557.SRX019635.SRR040604	700034290 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS017557.SRX019636.SRR040751	700034290 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	BI
1928.SRS017559.SRX019635.SRR040588	700034292 (Source)	Vagina	Mucus	Vaginal introitus	V5-V3	Mucus	BI
1928.SRS017559.SRX019636.SRR040649	700034292 (Source)	Vagina	Mucus	Vaginal introitus	V5-V3	Mucus	BI
1928.SRS017561.SRX019635.SRR040637	700034294 (Source)	Vagina	Mucus	Central vagina	V5-V3	Mucus	BI
1928.SRS017561.SRX019636.SRR040769	700034294 (Source)	Vagina	Mucus	Central vagina	V5-V3	Mucus	BI
1928.SRS017563.SRX019635.SRR040648	700034296 (Source)	Vagina	Mucus	Posterior fornix of vagina	V5-V3	Mucus	BI
1928.SRS017563.SRX019636.SRR040602	700034296 (Source)	Vagina	Mucus	Posterior fornix of vagina	V5-V3	Mucus	BI
1928.SRS017641.SRX019683.SRR041130	700034641 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS017641.SRX019694.SRR041832	700034641 (Source)	Colon	Feces	Colon	V5-V3	Stool	BI
1928.SRS017649.SRX019683.SRR041058	700034649 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS017649.SRX019694.SRR041671	700034649 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	BI
1928.SRS017653.SRX019635.SRR040587	700034653 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	BI
1928.SRS017653.SRX019636.SRR040719	700034653 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	BI
1928.SRS017655.SRX019689.SRR041434	700034655 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS017657.SRX019683.SRR041168	700034657 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	BI
1928.SRS017657.SRX019694.SRR041979	700034657 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	BI
1928.SRS017659.SRX019683.SRR041134	700034659 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS017659.SRX019694.SRR041816	700034659 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS017659.SRX020197.SRR042796	700034659 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS017659.SRX020209.SRR042989	700034659 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS017661.SRX019683.SRR041051	700034661 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS017661.SRX019694.SRR042026	700034661 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	BI
1928.SRS017663.SRX019635.SRR040576	700034678 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
1928.SRS017663.SRX019636.SRR040778	700034678 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
1928.SRS017665.SRX019683.SRR041015	700034680 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017665.SRX019694.SRR042023	700034680 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	BI
1928.SRS017667.SRX019683.SRR041006	700034682 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	BI
